ticker,accession_number,filing_date
AVGO,0001730168-21-000153,2021-12-17
AVGO,0001730168-22-000029,2022-03-10
AVGO,0001730168-22-000081,2022-06-09
AVGO,0001730168-22-000094,2022-09-08
AVGO,0001730168-22-000118,2022-12-16
AVGO,0001730168-23-000008,2023-03-08
AVGO,0001730168-23-000064,2023-06-07
AVGO,0001730168-23-000077,2023-09-06
AVGO,0001730168-23-000096,2023-12-14
AVGO,0001730168-24-000023,2024-03-14
AVGO,0001730168-24-000080,2024-06-13
AVGO,0001730168-24-000099,2024-09-11
AVGO,0001730168-24-000139,2024-12-20
AVGO,0001730168-25-000021,2025-03-12
AVGO,0001730168-25-000064,2025-06-11
AVGO,0001730168-25-000098,2025-09-10
AVGO,0001730168-25-000121,2025-12-18
AVGO,0001730168-26-000016,2026-03-11
AVGO,0001730168-26-000054,2026-06-09
AXP,0000004962-21-000028,2021-04-23
AXP,0000004962-21-000042,2021-07-23
AXP,0000004962-21-000060,2021-10-22
AXP,0000004962-22-000008,2022-02-11
AXP,0000004962-22-000028,2022-04-22
AXP,0000004962-22-000041,2022-07-22
AXP,0000004962-22-000054,2022-10-21
AXP,0000004962-23-000006,2023-02-10
AXP,0000004962-23-000016,2023-04-21
AXP,0000004962-23-000028,2023-07-25
AXP,0000004962-23-000038,2023-10-20
AXP,0000004962-24-000013,2024-02-09
AXP,0000004962-24-000031,2024-04-19
AXP,0000004962-24-000052,2024-07-19
AXP,0000004962-24-000068,2024-10-18
AXP,0000004962-25-000016,2025-02-07
AXP,0000004962-25-000045,2025-04-18
AXP,0000004962-25-000083,2025-07-18
AXP,0000004962-25-000222,2025-10-17
AXP,0000004962-26-000080,2026-02-06
AXP,0000004962-26-000192,2026-04-23
BA,0000012927-21-000040,2021-04-28
BA,0000012927-21-000073,2021-07-28
BA,0000012927-21-000094,2021-10-27
BA,0000012927-22-000010,2022-01-31
BA,0000012927-22-000022,2022-04-27
BA,0000012927-22-000058,2022-07-27
BA,0000012927-22-000073,2022-10-26
BA,0000012927-23-000007,2023-01-27
BA,0000012927-23-000029,2023-04-26
BA,0000012927-23-000048,2023-07-26
BA,0000012927-23-000062,2023-10-25
BA,0000012927-24-000010,2024-01-31
BA,0000012927-24-000025,2024-04-24
BA,0000012927-24-000055,2024-07-31
BA,0000012927-24-000082,2024-10-23
BA,0000012927-25-000015,2025-02-03
BA,0000012927-25-000031,2025-04-23
BA,0000012927-25-000062,2025-07-29
BA,0001628280-25-047023,2025-10-29
BA,0001628280-26-004357,2026-01-30
BA,0001628280-26-026458,2026-04-22
BAC,0000070858-21-000063,2021-04-29
BAC,0000070858-21-000084,2021-07-30
BAC,0000070858-21-000107,2021-10-29
BAC,0000070858-22-000062,2022-02-22
BAC,0000070858-22-000088,2022-04-29
BAC,0000070858-22-000112,2022-07-29
BAC,0000070858-22-000131,2022-10-28
BAC,0000070858-23-000092,2023-02-22
BAC,0000070858-23-000142,2023-05-01
BAC,0000070858-23-000176,2023-07-31
BAC,0000070858-23-000272,2023-10-31
BAC,0000070858-24-000122,2024-02-20
BAC,0000070858-24-000156,2024-04-30
BAC,0000070858-24-000208,2024-07-30
BAC,0000070858-24-000280,2024-10-29
BAC,0000070858-25-000139,2025-02-25
BAC,0000070858-25-000200,2025-04-30
BAC,0000070858-25-000268,2025-07-31
BAC,0000070858-25-000405,2025-10-31
BAC,0000070858-26-000157,2026-02-25
BAC,0000070858-26-000249,2026-05-01
BKNG,0001075531-21-000030,2021-05-05
BKNG,0001075531-21-000044,2021-08-04
BKNG,0001075531-21-000053,2021-11-03
BKNG,0001075531-22-000008,2022-02-23
BKNG,0001075531-22-000022,2022-05-04
BKNG,0001075531-22-000032,2022-08-03
BKNG,0001075531-22-000043,2022-11-02
BKNG,0001075531-23-000016,2023-02-23
BKNG,0001075531-23-000031,2023-05-04
BKNG,0001075531-23-000047,2023-08-03
BKNG,0001075531-23-000061,2023-11-02
BKNG,0001075531-24-000014,2024-02-22
BKNG,0001075531-24-000027,2024-05-02
BKNG,0001075531-24-000041,2024-08-01
BKNG,0001075531-24-000048,2024-10-30
BKNG,0001075531-25-000010,2025-02-20
BKNG,0001075531-25-000024,2025-04-29
BKNG,0001075531-25-000036,2025-07-29
BKNG,0001075531-25-000051,2025-10-28
BKNG,0001075531-26-000009,2026-02-18
BKNG,0001075531-26-000025,2026-04-28
BLK,0000950170-22-022155,2022-11-04
BLK,0000950170-23-004343,2023-02-24
BLK,0000950170-23-018214,2023-05-05
BLK,0000950170-23-038497,2023-08-04
BLK,0000950170-23-059279,2023-11-06
BLK,0000950170-24-019271,2024-02-23
BLK,0000950170-24-054148,2024-05-07
BLK,0000950170-24-091706,2024-08-06
BLK,0000950170-24-122256,2024-11-06
BLK,0000950170-25-026584,2025-02-25
BLK,0000950170-25-065838,2025-05-07
BLK,0000950170-25-103780,2025-08-06
BLK,0001193125-25-267043,2025-11-05
BLK,0001193125-26-071966,2026-02-25
BLK,0001193125-26-208766,2026-05-06
BLK,0001564590-21-024726,2021-05-06
BLK,0001564590-21-041406,2021-08-05
BLK,0001564590-21-054838,2021-11-05
BLK,0001564590-22-007117,2022-02-25
BLK,0001564590-22-018505,2022-05-06
BLK,0001564590-22-028139,2022-08-05
BRK-B,0000950170-22-022287,2022-11-07
BRK-B,0000950170-23-004451,2023-02-27
BRK-B,0000950170-23-018438,2023-05-08
BRK-B,0000950170-23-038705,2023-08-07
BRK-B,0000950170-23-058993,2023-11-06
BRK-B,0000950170-24-019719,2024-02-26
BRK-B,0000950170-24-053185,2024-05-06
BRK-B,0000950170-24-090305,2024-08-05
BRK-B,0000950170-24-120241,2024-11-04
BRK-B,0000950170-25-025210,2025-02-24
BRK-B,0000950170-25-063112,2025-05-05
BRK-B,0000950170-25-101578,2025-08-04
BRK-B,0001193125-25-261548,2025-11-03
BRK-B,0001193125-26-083899,2026-03-02
BRK-B,0001193125-26-202243,2026-05-04
BRK-B,0001564590-21-022703,2021-05-03
BRK-B,0001564590-21-042312,2021-08-09
BRK-B,0001564590-21-055032,2021-11-08
BRK-B,0001564590-22-007322,2022-02-28
BRK-B,0001564590-22-016907,2022-05-02
BRK-B,0001564590-22-028282,2022-08-08
C,0000831001-21-000066,2021-05-06
C,0000831001-21-000126,2021-08-04
C,0000831001-21-000167,2021-11-08
C,0000831001-22-000036,2022-02-28
C,0000831001-22-000056,2022-05-09
C,0000831001-22-000111,2022-08-04
C,0000831001-22-000146,2022-11-04
C,0000831001-23-000037,2023-02-27
C,0000831001-23-000055,2023-05-05
C,0000831001-23-000097,2023-08-04
C,0000831001-23-000132,2023-11-03
C,0000831001-24-000033,2024-02-23
C,0000831001-24-000051,2024-05-03
C,0000831001-24-000100,2024-08-02
C,0000831001-24-000134,2024-11-07
C,0000831001-25-000067,2025-02-21
C,0000831001-25-000086,2025-05-08
C,0000831001-25-000131,2025-08-06
C,0000831001-25-000154,2025-11-06
C,0000831001-26-000011,2026-02-20
C,0000831001-26-000019,2026-05-07
CAT,0000018230-21-000151,2021-05-05
CAT,0000018230-21-000221,2021-08-04
CAT,0000018230-21-000260,2021-11-03
CAT,0000018230-22-000050,2022-02-16
CAT,0000018230-22-000112,2022-05-04
CAT,0000018230-22-000183,2022-08-03
CAT,0000018230-22-000223,2022-11-02
CAT,0000018230-23-000011,2023-02-15
CAT,0000018230-23-000022,2023-05-03
CAT,0000018230-23-000047,2023-08-02
CAT,0000018230-23-000056,2023-11-01
CAT,0000018230-24-000009,2024-02-16
CAT,0000018230-24-000020,2024-05-01
CAT,0000018230-24-000045,2024-08-07
CAT,0000018230-24-000053,2024-11-06
CAT,0000018230-25-000008,2025-02-14
CAT,0000018230-25-000016,2025-05-07
CAT,0000018230-25-000040,2025-08-06
CAT,0000018230-25-000048,2025-11-03
CAT,0000018230-26-000008,2026-02-13
CAT,0000018230-26-000021,2026-05-06
COST,0000909832-20-000026,2020-12-16
COST,0000909832-21-000003,2021-03-10
COST,0000909832-21-000008,2021-06-03
COST,0000909832-21-000014,2021-10-06
COST,0000909832-21-000021,2021-12-22
COST,0000909832-22-000005,2022-03-10
COST,0000909832-22-000014,2022-06-02
COST,0000909832-22-000021,2022-10-05
COST,0000909832-22-000035,2022-12-29
COST,0000909832-23-000014,2023-03-09
COST,0000909832-23-000028,2023-06-01
COST,0000909832-23-000042,2023-10-11
COST,0000909832-23-000065,2023-12-20
COST,0000909832-24-000017,2024-03-13
COST,0000909832-24-000029,2024-06-06
COST,0000909832-24-000049,2024-10-09
COST,0000909832-24-000079,2024-12-19
COST,0000909832-25-000015,2025-03-13
COST,0000909832-25-000033,2025-06-05
COST,0000909832-25-000101,2025-10-08
COST,0000909832-25-000169,2025-12-17
COST,0000909832-26-000029,2026-03-11
COST,0000909832-26-000051,2026-06-03
CRM,0001108524-21-000030,2021-06-02
CRM,0001108524-21-000047,2021-08-27
CRM,0001108524-21-000055,2021-12-02
CRM,0001108524-22-000013,2022-03-11
CRM,0001108524-22-000022,2022-06-01
CRM,0001108524-22-000041,2022-08-25
CRM,0001108524-22-000060,2022-12-01
CRM,0001108524-23-000011,2023-03-08
CRM,0001108524-23-000023,2023-06-01
CRM,0001108524-23-000040,2023-08-31
CRM,0001108524-23-000048,2023-11-30
CRM,0001108524-24-000005,2024-03-06
CRM,0001108524-24-000009,2024-05-30
CRM,0001108524-24-000022,2024-08-29
CRM,0001108524-24-000034,2024-12-04
CRM,0001108524-25-000006,2025-03-05
CRM,0001108524-25-000030,2025-05-29
CRM,0001108524-25-000088,2025-09-04
CRM,0001108524-25-000238,2025-12-04
CRM,0001108524-26-000060,2026-03-02
CRM,0001108524-26-000127,2026-05-28
CSCO,0000858877-20-000015,2020-11-17
CSCO,0000858877-21-000004,2021-02-16
CSCO,0000858877-21-000008,2021-05-25
CSCO,0000858877-21-000013,2021-09-09
CSCO,0000858877-21-000018,2021-11-23
CSCO,0000858877-22-000004,2022-02-22
CSCO,0000858877-22-000009,2022-05-25
CSCO,0000858877-22-000013,2022-09-08
CSCO,0000858877-22-000025,2022-11-22
CSCO,0000858877-23-000005,2023-02-21
CSCO,0000858877-23-000013,2023-05-24
CSCO,0000858877-23-000023,2023-09-07
CSCO,0000858877-23-000031,2023-11-21
CSCO,0000858877-24-000003,2024-02-20
CSCO,0000858877-24-000007,2024-05-21
CSCO,0000858877-24-000017,2024-09-05
CSCO,0000858877-24-000030,2024-11-19
CSCO,0000858877-25-000007,2025-02-18
CSCO,0000858877-25-000033,2025-05-20
CSCO,0000858877-25-000111,2025-09-03
CSCO,0000858877-25-000171,2025-11-18
CSCO,0000858877-26-000021,2026-02-17
CSCO,0000858877-26-000078,2026-05-19
CVX,0000093410-21-000015,2021-05-06
CVX,0000093410-21-000036,2021-08-05
CVX,0000093410-21-000046,2021-11-04
CVX,0000093410-22-000019,2022-02-24
CVX,0000093410-22-000026,2022-05-04
CVX,0000093410-22-000066,2022-08-04
CVX,0000093410-22-000075,2022-11-03
CVX,0000093410-23-000009,2023-02-23
CVX,0000093410-23-000066,2023-05-04
CVX,0000093410-23-000079,2023-08-03
CVX,0000093410-23-000088,2023-11-02
CVX,0000093410-24-000013,2024-02-26
CVX,0000093410-24-000021,2024-05-02
CVX,0000093410-24-000040,2024-08-07
CVX,0000093410-24-000059,2024-11-07
CVX,0000093410-25-000009,2025-02-21
CVX,0000093410-25-000019,2025-05-08
CVX,0000093410-25-000062,2025-08-07
CVX,0000093410-25-000108,2025-11-06
CVX,0000093410-26-000078,2026-02-24
CVX,0000093410-26-000113,2026-05-07
DIS,0001744489-20-000197,2020-11-25
DIS,0001744489-21-000047,2021-02-11
DIS,0001744489-21-000108,2021-05-13
DIS,0001744489-21-000181,2021-08-12
DIS,0001744489-21-000220,2021-11-24
DIS,0001744489-22-000059,2022-02-09
DIS,0001744489-22-000100,2022-05-11
DIS,0001744489-22-000161,2022-08-10
DIS,0001744489-22-000213,2022-11-29
DIS,0001744489-23-000049,2023-02-08
DIS,0001744489-23-000099,2023-05-10
DIS,0001744489-23-000171,2023-08-09
DIS,0001744489-23-000216,2023-11-21
DIS,0001744489-24-000081,2024-02-07
DIS,0001744489-24-000152,2024-05-07
DIS,0001744489-24-000232,2024-08-07
DIS,0001744489-24-000276,2024-11-14
DIS,0001744489-25-000067,2025-02-05
DIS,0001744489-25-000098,2025-05-07
DIS,0001744489-25-000136,2025-08-06
DIS,0001744489-25-000155,2025-11-13
DIS,0001744489-26-000019,2026-02-02
DIS,0001744489-26-000037,2026-05-06
GE,0000040545-21-000026,2021-04-27
GE,0000040545-21-000052,2021-07-27
GE,0000040545-21-000064,2021-10-26
GE,0000040545-22-000008,2022-02-11
GE,0000040545-22-000027,2022-04-26
GE,0000040545-22-000050,2022-07-26
GE,0000040545-22-000060,2022-10-25
GE,0000040545-23-000023,2023-02-10
GE,0000040545-23-000136,2023-04-25
GE,0000040545-23-000198,2023-07-25
GE,0000040545-23-000238,2023-10-24
GE,0000040545-24-000027,2024-02-02
GE,0000040545-24-000113,2024-04-23
GE,0000040545-24-000176,2024-07-23
GE,0000040545-24-000200,2024-10-22
GE,0000040545-25-000015,2025-02-03
GE,0000040545-25-000062,2025-04-22
GE,0000040545-25-000111,2025-07-21
GE,0000040545-25-000132,2025-10-21
GE,0000040545-26-000008,2026-01-29
GE,0000040545-26-000027,2026-04-21
GOOG,0001652044-21-000020,2021-04-28
GOOG,0001652044-21-000047,2021-07-28
GOOG,0001652044-21-000057,2021-10-27
GOOG,0001652044-22-000019,2022-02-02
GOOG,0001652044-22-000029,2022-04-27
GOOG,0001652044-22-000071,2022-07-27
GOOG,0001652044-22-000090,2022-10-26
GOOG,0001652044-23-000016,2023-02-03
GOOG,0001652044-23-000045,2023-04-26
GOOG,0001652044-23-000070,2023-07-26
GOOG,0001652044-23-000094,2023-10-25
GOOG,0001652044-24-000022,2024-01-31
GOOG,0001652044-24-000053,2024-04-26
GOOG,0001652044-24-000079,2024-07-24
GOOG,0001652044-24-000118,2024-10-30
GOOG,0001652044-25-000014,2025-02-05
GOOG,0001652044-25-000043,2025-04-25
GOOG,0001652044-25-000062,2025-07-24
GOOG,0001652044-25-000091,2025-10-30
GOOG,0001652044-26-000018,2026-02-05
GOOG,0001652044-26-000048,2026-04-30
GOOGL,0001652044-21-000020,2021-04-28
GOOGL,0001652044-21-000047,2021-07-28
GOOGL,0001652044-21-000057,2021-10-27
GOOGL,0001652044-22-000019,2022-02-02
GOOGL,0001652044-22-000029,2022-04-27
GOOGL,0001652044-22-000071,2022-07-27
GOOGL,0001652044-22-000090,2022-10-26
GOOGL,0001652044-23-000016,2023-02-03
GOOGL,0001652044-23-000045,2023-04-26
GOOGL,0001652044-23-000070,2023-07-26
GOOGL,0001652044-23-000094,2023-10-25
GOOGL,0001652044-24-000022,2024-01-31
GOOGL,0001652044-24-000053,2024-04-26
GOOGL,0001652044-24-000079,2024-07-24
GOOGL,0001652044-24-000118,2024-10-30
GOOGL,0001652044-25-000014,2025-02-05
GOOGL,0001652044-25-000043,2025-04-25
GOOGL,0001652044-25-000062,2025-07-24
GOOGL,0001652044-25-000091,2025-10-30
GOOGL,0001652044-26-000018,2026-02-05
GOOGL,0001652044-26-000048,2026-04-30
GS,0000886982-22-000002,2022-11-03
GS,0000886982-23-000003,2023-02-24
GS,0000886982-23-000005,2023-05-04
GS,0000886982-23-000008,2023-08-03
GS,0000886982-23-000011,2023-11-03
GS,0000886982-24-000006,2024-02-23
GS,0000886982-24-000016,2024-05-03
GS,0000886982-24-000022,2024-08-02
GS,0000886982-24-000025,2024-11-04
GS,0000886982-25-000005,2025-02-27
GS,0000886982-25-000009,2025-05-02
GS,0000886982-25-000022,2025-08-01
GS,0000886982-25-001411,2025-10-31
GS,0000886982-26-000091,2026-02-25
GS,0000886982-26-000118,2026-05-01
GS,0001193125-21-148444,2021-05-04
GS,0001193125-21-235309,2021-08-04
GS,0001193125-21-313689,2021-11-01
GS,0001193125-22-052682,2022-02-25
GS,0001193125-22-134459,2022-05-02
GS,0001193125-22-211433,2022-08-04
HD,0000354950-21-000147,2021-05-25
HD,0000354950-21-000189,2021-08-24
HD,0000354950-21-000234,2021-11-23
HD,0000354950-22-000070,2022-03-23
HD,0000354950-22-000158,2022-05-24
HD,0000354950-22-000193,2022-08-23
HD,0000354950-22-000239,2022-11-22
HD,0000354950-23-000059,2023-03-15
HD,0000354950-23-000144,2023-05-23
HD,0000354950-23-000185,2023-08-22
HD,0000354950-23-000240,2023-11-21
HD,0000354950-24-000062,2024-03-13
HD,0000354950-24-000152,2024-05-21
HD,0000354950-24-000201,2024-08-20
HD,0000354950-24-000240,2024-11-19
HD,0000354950-25-000085,2025-03-21
HD,0000354950-25-000165,2025-05-28
HD,0000354950-25-000217,2025-08-26
HD,0001628280-25-053868,2025-11-25
HD,0001628280-26-019436,2026-03-18
HD,0001628280-26-038247,2026-05-27
IBM,0000051143-23-000021,2023-07-25
IBM,0000051143-23-000032,2023-10-31
IBM,0000051143-24-000012,2024-02-26
IBM,0000051143-24-000025,2024-04-30
IBM,0000051143-24-000039,2024-07-30
IBM,0000051143-24-000049,2024-10-30
IBM,0000051143-25-000015,2025-02-25
IBM,0000051143-25-000032,2025-04-24
IBM,0000051143-25-000052,2025-07-24
IBM,0000051143-25-000064,2025-10-23
IBM,0000051143-26-000010,2026-02-24
IBM,0000051143-26-000038,2026-04-23
IBM,0001558370-21-004922,2021-04-27
IBM,0001558370-21-009351,2021-07-27
IBM,0001558370-21-014734,2021-11-05
IBM,0001558370-22-001584,2022-02-22
IBM,0001558370-22-005983,2022-04-26
IBM,0001558370-22-010985,2022-07-25
IBM,0001558370-22-015322,2022-10-25
IBM,0001558370-23-002376,2023-02-28
IBM,0001558370-23-006656,2023-04-25
INTC,0000050863-21-000018,2021-04-23
INTC,0000050863-21-000030,2021-07-23
INTC,0000050863-21-000038,2021-10-22
INTC,0000050863-22-000007,2022-01-27
INTC,0000050863-22-000020,2022-04-29
INTC,0000050863-22-000030,2022-07-29
INTC,0000050863-22-000038,2022-10-28
INTC,0000050863-23-000006,2023-01-27
INTC,0000050863-23-000028,2023-04-28
INTC,0000050863-23-000069,2023-07-28
INTC,0000050863-23-000103,2023-10-27
INTC,0000050863-24-000010,2024-01-26
INTC,0000050863-24-000076,2024-04-26
INTC,0000050863-24-000124,2024-08-02
INTC,0000050863-24-000149,2024-11-01
INTC,0000050863-25-000009,2025-01-31
INTC,0000050863-25-000074,2025-04-25
INTC,0000050863-25-000109,2025-07-24
INTC,0000050863-25-000179,2025-11-06
INTC,0000050863-26-000011,2026-01-23
INTC,0000050863-26-000079,2026-04-24
INTU,0000896878-20-000223,2020-11-19
INTU,0000896878-21-000059,2021-02-23
INTU,0000896878-21-000115,2021-05-25
INTU,0000896878-21-000233,2021-09-08
INTU,0000896878-21-000260,2021-11-18
INTU,0000896878-22-000010,2022-03-02
INTU,0000896878-22-000021,2022-05-24
INTU,0000896878-22-000028,2022-09-02
INTU,0000896878-22-000036,2022-11-29
INTU,0000896878-23-000010,2023-02-23
INTU,0000896878-23-000020,2023-05-23
INTU,0000896878-23-000034,2023-09-01
INTU,0000896878-23-000041,2023-11-28
INTU,0000896878-24-000011,2024-02-22
INTU,0000896878-24-000026,2024-05-23
INTU,0000896878-24-000039,2024-09-04
INTU,0000896878-24-000053,2024-11-21
INTU,0000896878-25-000015,2025-02-25
INTU,0000896878-25-000022,2025-05-22
INTU,0000896878-25-000035,2025-09-03
INTU,0000896878-25-000048,2025-11-20
